000003,1,0,1,0,2,0,1
000003,2,1,2,2,8,0,1
000003,3,0,5,2,6,1,1
000003,4,1,2,5,2,1,1
000003,5,2,2,1,16,1,1
000003,6,1,3,3,20,0,1
000003,7,1,0,2,32,1,1
000003,8,0,2,4,50,2,1
000003,9,0,2,3,36,0,1
000003,10,1,0,3,38,0,1
000003,11,2,2,0,66,1,1
000003,12,4,4,1,126,1,1
000003,13,1,1,0,146,0,1
000003,14,1,0,2,174,1,1
000003,15,0,1,3,172,1,1
000003,16,1,0,2,168,0,1
000003,17,1,0,0,194,0,1
000003,18,2,0,0,112,1,1
000003,19,0,0,0,58,2,1
000003,20,3,1,2,24,1,1
000003,21,1,1,3,26,0,1
000003,22,0,0,2,26,0,1
000003,23,2,0,0,16,1,1
000003,24,0,0,2,10,2,1
000003,25,0,0,3,2,2,1
000003,26,0,0,3,0,1,1
000003,27,0,0,2,0,3,1
000003,28,1,1,1,2,3,1
000003,29,0,2,5,2,0,1
000003,30,0,0,1,0,2,1
000003,31,0,0,1,0,2,1
000003,32,1,0,2,0,1,1
000003,33,1,1,1,0,1,1
000003,34,2,1,0,0,2,1
000003,35,1,0,3,0,1,1
000003,36,0,1,2,2,0,1
000003,37,0,1,1,2,0,1
000003,38,1,1,0,2,1,1
000003,39,0,0,0,2,0,1
000003,40,0,0,0,0,1,1
000003,41,1,0,0,4,0,1
000003,42,2,3,1,0,0,1
000003,43,0,1,1,0,0,1
000003,44,0,1,0,0,0,1
000003,45,1,0,0,0,1,1
000003,46,0,0,1,0,1,1
000003,47,1,0,1,0,0,1
000003,48,3,0,0,0,0,1
000003,49,1,0,1,0,0,1
000003,50,0,1,1,0,2,1
000003,51,0,1,1,2,2,1
000003,52,0,1,1,0,0,1
000003,53,1,0,0,0,0,1
000003,54,0,0,0,2,0,1
000003,55,0,0,0,0,1,1
000003,56,0,0,1,0,1,1
000003,57,0,1,1,0,2,1
000003,58,0,1,1,0,0,1
000003,59,2,0,0,0,0,1
000003,60,1,0,0,0,1,1
000003,61,0,0,0,0,0,1
000003,62,0,0,0,2,0,1
000003,63,0,0,0,0,2,1
000003,64,0,0,0,0,0,1
000003,65,1,0,0,0,1,1
000003,66,1,0,0,0,2,1
000003,67,2,2,0,0,0,1
000003,68,3,2,1,4,0,1
000003,69,0,1,1,4,0,1
000003,70,2,0,1,0,1,1
000003,71,3,0,0,0,1,1
000003,72,1,0,0,2,1,1
000003,73,0,0,0,2,1,1
000003,74,2,0,1,2,2,1
000003,75,1,0,1,2,1,1
000003,76,0,1,3,2,1,1
000003,77,1,1,1,0,0,1
000003,78,0,1,1,0,0,1
000003,79,1,0,0,0,0,1
000003,80,0,0,1,2,0,1
000003,81,0,2,0,2,0,1
000003,82,0,1,0,0,0,1
000003,83,0,1,0,0,1,1
000003,84,1,0,1,0,0,1
000003,85,3,1,1,0,2,1
000003,86,1,0,0,2,1,1
000003,87,0,1,1,0,0,1
000003,88,0,1,1,0,0,1
000003,89,1,1,1,0,0,1
000003,90,2,0,1,0,0,1
000003,91,1,0,0,0,0,1
000003,92,0,0,0,0,2,1
000003,93,1,0,1,0,1,1
000003,94,1,1,1,0,1,1
000003,95,4,0,3,2,1,1
000003,96,6,0,0,0,1,1
000003,97,6,0,0,4,1,1
000003,98,3,0,0,2,0,1
000003,99,0,0,1,0,3,1
000003,100,1,0,0,4,0,1
000005,1,0,2,1,0,0,0
000005,2,0,1,3,0,1,0
000005,3,0,0,0,0,0,0
000005,4,0,0,0,0,0,0
000005,5,0,0,0,0,0,0
000005,6,0,0,2,0,1,0
000005,7,0,0,5,0,0,0
000005,8,0,0,3,0,0,0
000005,9,0,0,1,0,0,0
000005,10,1,0,0,0,1,0
000005,11,0,0,0,0,0,0
000005,12,0,0,0,0,0,0
000005,13,0,0,0,0,1,0
000005,14,1,0,0,0,1,0
000005,15,0,0,2,0,0,0
000005,16,1,1,1,0,1,0
000005,17,1,0,1,0,2,0
000005,18,0,0,1,0,2,0
000005,19,0,0,0,0,2,0
000005,20,0,0,0,0,1,0
000005,21,0,0,1,0,0,0
000005,22,1,1,1,0,0,0
000005,23,1,0,0,0,1,0
000005,24,0,0,0,0,0,0
000005,25,1,0,0,0,0,0
000005,26,3,0,1,2,1,0
000005,27,2,0,2,0,0,0
000005,28,1,0,0,0,0,0
000005,29,3,0,0,2,0,0
000005,30,3,0,1,2,0,0
000005,31,1,2,0,2,0,0
000005,32,1,1,0,0,0,0
000005,33,1,1,0,2,0,0
000005,34,0,0,0,0,0,0
000005,35,2,0,1,0,1,0
000005,36,3,0,0,0,1,0
000005,37,2,0,0,0,1,0
000005,38,0,0,0,0,0,0
000005,39,1,0,0,2,0,0
000005,40,1,2,1,2,0,0
000005,41,1,1,1,2,1,0
000005,42,1,0,0,0,0,0
000005,43,1,0,0,0,0,0
000005,44,1,0,0,0,0,0
000005,45,0,1,0,2,2,0
000005,46,0,1,0,2,0,0
000005,47,0,0,0,0,1,0
000005,48,0,0,0,0,0,0
000005,49,1,0,1,0,1,0
000005,50,1,0,2,0,0,0
000005,51,1,0,0,0,0,0
000005,52,0,0,2,0,2,0
000005,53,0,0,1,0,0,0
000005,54,0,0,0,2,0,0
000005,55,1,0,1,0,0,0
000005,56,0,0,1,0,1,0
000005,57,0,0,0,0,0,0
000005,58,1,0,0,0,0,0
000005,59,0,0,0,0,0,0
000005,60,0,2,3,2,0,0
000005,61,3,1,3,2,1,0
000005,62,1,2,5,0,2,0
000005,63,0,2,1,0,0,0
000005,64,1,1,0,0,2,0
000005,65,0,0,1,0,0,0
000005,66,1,0,1,0,1,0
000005,67,1,0,2,0,4,0
000005,68,2,0,0,2,1,0
000005,69,2,2,1,0,1,0
000005,70,0,1,2,0,2,0
000005,71,2,0,1,0,0,0
000005,72,3,0,0,2,2,0
000005,73,1,1,2,0,2,0
000005,74,0,1,0,0,0,0
000005,75,1,1,0,0,0,0
000005,76,0,0,0,0,0,0
000005,77,0,0,1,0,0,0
000005,78,1,0,1,0,0,0
000005,79,3,2,1,0,1,0
000005,80,2,0,2,0,0,0
000005,81,0,1,3,2,0,0
000005,82,2,0,2,0,0,0
000005,83,1,0,2,0,0,0
000005,84,1,1,1,0,0,0
000005,85,0,0,1,0,1,0
000005,86,3,0,1,0,0,0
000005,87,1,2,1,0,2,0
000005,88,2,0,3,0,1,0
000005,89,3,0,0,2,0,0
000005,90,2,1,2,2,0,0
000005,91,0,1,2,2,0,0
000005,92,2,1,2,2,2,0
000005,93,3,0,0,2,0,0
000005,94,1,0,0,4,0,0
000005,95,1,0,0,0,0,0
000005,96,1,0,0,0,0,0
000005,97,3,0,0,0,3,0
000005,98,3,0,2,0,0,0
000005,99,1,0,1,0,0,0
000005,100,1,2,1,0,0,0
000419,1,0,6,0,0,0,1
000419,2,1,9,0,2,2,1
000419,3,0,5,0,0,1,1
000419,4,1,7,0,0,1,1
000419,5,0,9,0,0,0,1
000419,6,0,7,0,0,0,1
000419,7,0,4,1,4,1,1
000419,8,1,9,1,2,0,1
000419,9,2,9,2,2,1,1
000419,10,1,5,0,2,0,1
000419,11,1,7,1,2,0,1
000419,12,2,4,2,0,0,1
000419,13,0,5,1,0,0,1
000419,14,0,3,0,0,0,1
000419,15,0,6,0,2,0,1
000419,16,0,1,0,2,0,1
000419,17,0,4,1,4,0,1
000419,18,0,2,0,0,0,1
000419,19,1,2,1,0,0,1
000419,20,2,0,3,2,0,1
000419,21,1,2,1,0,1,1
000419,22,1,1,1,0,1,1
000419,23,1,1,4,2,2,1
